mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,split4_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score,split0_train_f1_score,split1_train_f1_score,split2_train_f1_score,split3_train_f1_score,split4_train_f1_score,mean_train_f1_score,std_train_f1_score,rank_train_precision,rank_train_f1_score,rank_train_recall,rank_train_accuracy
0.004567193984985352,0.0014919519513973557,0.06921467781066895,0.011236550732576567,cosine,18,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 18, 'weights': 'distance'})",0.6442577030812325,0.6498599439775911,0.6432584269662921,0.6601123595505618,0.6629213483146067,0.6520819563780569,0.008074537048129594,1,0.9964912280701754,0.9964912280701754,0.9964936886395512,0.9964936886395512,0.9964936886395512,0.996492704411801,1.2054278894887327e-06,0.6567009504581649,0.682741902050483,0.6921830219924594,0.6585160506768628,0.7445073979674081,0.6869298646290756,0.031879269481699855,1,0.9973215682630078,0.9968863384791259,0.9986766801807332,0.9970718597535765,0.9971123298303498,0.9974137553013586,0.0006464357795672166,0.5727332625624831,0.5859029305036563,0.6095012522203725,0.6412084376530384,0.6273854445945223,0.6073462655068146,0.025340623345084856,3,0.9968821706609354,0.9994075127384762,0.9971563399622203,0.9987871581450656,0.9968837162501272,0.9978233795513649,0.0010632149585841622,0.5673457977144154,0.6072636768901567,0.6129052544231693,0.6308329436617537,0.6658320372895273,0.6168359419958045,0.03210260536064739,1,0.9970397865344943,0.9981114294033802,0.9978813101286347,0.997901272294367,0.9969396925478978,0.9975746981817547,0.00048540798647537056,6,6,5,6
