mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,split4_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score,split0_train_f1_score,split1_train_f1_score,split2_train_f1_score,split3_train_f1_score,split4_train_f1_score,mean_train_f1_score,std_train_f1_score,rank_train_precision,rank_train_f1_score,rank_train_recall,rank_train_accuracy
0.0021276950836181642,0.00028039324010219294,0.28159265518188475,0.07488536691971706,manhattan,73,distance,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 73, 'weights': 'distance'})",0.3865546218487395,0.37815126050420167,0.37359550561797755,0.40168539325842695,0.37359550561797755,0.3827164573694647,0.010599779049150479,13,0.9992982456140351,0.9985964912280701,0.9985974754558204,0.9992987377279102,0.9992987377279102,0.9990179375507493,0.000343707860108553,0.44923084353104636,0.47750469434127596,0.46189343346459805,0.4910253589926911,0.46382052857594164,0.4686949717811107,0.014318734672955987,13,0.9998815025476953,0.9973946360153257,0.9991922531884743,0.9992962702322309,0.9998815025476953,0.9991292329062844,0.000913511754180199,0.24614276317053554,0.227220133756378,0.22632835238258533,0.2393744463580495,0.20687308375490873,0.22918775588449142,0.013425596838505296,13,0.9979716024340771,0.9986043633395215,0.9966944632259034,0.998768472906404,0.9979716024340771,0.9980021008679966,0.0007296331541017372,0.2674030990060086,0.2572711928417309,0.25572351938434523,0.2638569674276059,0.24817673374212978,0.258486302480364,0.0066895436569799445,13,0.9988957172172793,0.9979564988414963,0.9978969920414292,0.9990175483954368,0.9988957172172793,0.9985324947425841,0.0004969452967154953,1,1,12,1
0.00213165283203125,0.00023891799119591167,0.052288246154785153,0.011126113012697603,cosine,88,uniform,"OrderedDict({'metric': 'cosine', 'n_neighbors': 88, 'weights': 'uniform'})",0.3389355742296919,0.32212885154061627,0.3258426966292135,0.3398876404494382,0.32303370786516855,0.3299656941428257,0.007815003666112309,17,0.33824561403508774,0.33824561403508774,0.34011220196353437,0.33590462833099577,0.349929873772791,0.3404875864274993,0.0049062019758224495,0.17907759158272693,0.15380565576548613,0.16741228120538465,0.18069978248527765,0.14384336970246184,0.16496773614826743,0.014306585889553159,17,0.21212558064333087,0.17630829811538803,0.20507645555085985,0.20872147754027465,0.24867894646668312,0.21018215166330734,0.023071279904703423,0.12589053787440793,0.1138293304621905,0.11553300485856267,0.1252147590292579,0.11728956205567115,0.11955143885601802,0.005025212327298053,17,0.12646880657848983,0.12320680255148986,0.1252705720333946,0.12360362872166451,0.13348113364818823,0.1264061887066454,0.0037266286745936744,0.11469464308880349,0.09949052270480842,0.10721615906386343,0.11567311504886893,0.10544024923145558,0.10850293782755997,0.006033376215607605,17,0.11508740548991633,0.1129879063266352,0.11542482931310843,0.11556132889400476,0.12712278632885712,0.11723685127050439,0.005029834213687823,18,17,17,17
0.0021256446838378907,0.0002733732255336859,0.2755086421966553,0.04341517919833341,manhattan,92,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 92, 'weights': 'uniform'})",0.31932773109243695,0.3137254901960784,0.3061797752808989,0.33146067415730335,0.3202247191011236,0.31818367796556823,0.008315316616948702,19,0.3256140350877193,0.33263157894736844,0.3281907433380084,0.31486676016830295,0.3338008415147265,0.3270207918112251,0.006760447359463208,0.16859880278303577,0.13418612122510173,0.12374398118401118,0.1934581752186108,0.17678765880217787,0.15935494784258747,0.02628303316849374,19,0.17333285997677647,0.21114844761616594,0.16811769730986156,0.17716064830669292,0.17861924063114135,0.18167577876812765,0.015177568344638171,0.11374585576633425,0.11026622689908694,0.10303721520760062,0.11840030911135972,0.11525459097911792,0.1121408395926999,0.005250573929869162,19,0.11863356939881621,0.12066799848057622,0.11755660827384075,0.10995605412032973,0.12085871849829062,0.1175345897543707,0.0039877443644784835,0.10546067189545505,0.09635312297338153,0.09029459483179991,0.11358521833925407,0.11109891429608103,0.1033585044671943,0.008816573412297447,18,0.1117295931477786,0.1160930450361865,0.11069904179453155,0.10305783347045687,0.11562294394305526,0.11144049147840177,0.004691299306466216,19,18,19,19
0.001890087127685547,0.0002628545360968806,0.04579792022705078,0.00647994660626788,cosine,18,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 18, 'weights': 'distance'})",0.5126050420168067,0.5098039215686274,0.5168539325842697,0.5646067415730337,0.5308988764044944,0.5269537028294463,0.020175827837185866,3,0.9971929824561403,0.9971929824561403,0.9971949509116409,0.9971949509116409,0.9971949509116409,0.9971941635294407,9.643423115692304e-07,0.5357558518015442,0.5949456474526975,0.6128424776485615,0.7046732960526064,0.6001756508213726,0.6096785847553564,0.05441680077874099,2,0.9975660503385168,0.9973400589872929,0.9984230779650545,0.9968441454948201,0.9968562470892899,0.9974059159749947,0.000580055277976099,0.41627010402604847,0.4511166274030586,0.415963164505921,0.5209638726490367,0.4629372449609189,0.4534502027089967,0.038577669562801536,3,0.9973419407758779,0.9995260101907809,0.9976161100771628,0.999246928260008,0.9973374367582942,0.9982136852124247,0.0009669161083048111,0.433214754019422,0.48852819611672815,0.4652455821489077,0.5474098521196296,0.5016650433748094,0.4872126855558994,0.03803322315863987,3,0.9973956910252554,0.9983999677687782,0.9979798841675029,0.9980131524334168,0.9970331288963316,0.9977643648582569,0.00048640750759581066,5,5,1,5
0.002400922775268555,0.00037133490943049014,0.051582860946655276,0.01000515125322674,cosine,44,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 44, 'weights': 'distance'})",0.4733893557422969,0.45098039215686275,0.4747191011235955,0.48314606741573035,0.48314606741573035,0.47307619677084317,0.011779867354112388,5,0.9971929824561403,0.9971929824561403,0.9971949509116409,0.9971949509116409,0.9971949509116409,0.9971941635294407,9.643423115692304e-07,0.5170064384567428,0.5607112832857728,0.6000035870668449,0.6285784668044194,0.6093622206569982,0.5831323992541556,0.03978274675652209,4,0.9975660503385168,0.9973400589872929,0.9984230779650545,0.9968441454948201,0.9968562470892899,0.9974059159749947,0.000580055277976099,0.35904266611692204,0.3446509885497822,0.36292763734847655,0.39172143565474277,0.3695268214069098,0.3655739098153667,0.015406149123481419,5,0.9973419407758779,0.9995260101907809,0.9976161100771628,0.999246928260008,0.9973374367582942,0.9982136852124247,0.0009669161083048111,0.37816342824542837,0.3863476522568052,0.40676934158567835,0.4260817443493868,0.42694781313960706,0.4048619959153811,0.01998646267004394,5,0.9973956910252554,0.9983999677687782,0.9979798841675029,0.9980131524334168,0.9970331288963316,0.9977643648582569,0.00048640750759581066,5,5,1,5
0.0024184226989746095,0.00024028191087683813,0.07490434646606445,0.017984772585808047,cosine,94,uniform,"OrderedDict({'metric': 'cosine', 'n_neighbors': 94, 'weights': 'uniform'})",0.33053221288515405,0.3165266106442577,0.31741573033707865,0.3342696629213483,0.32303370786516855,0.3243555849306014,0.007037633898224041,18,0.3291228070175439,0.3298245614035088,0.3316970546984572,0.32608695652173914,0.34572230014025246,0.3324907359563003,0.006858047008034742,0.154877219276645,0.1571007632040863,0.17118370135611516,0.18215375364476868,0.13660848147354895,0.16038478379103283,0.015472138049140629,18,0.21104115446856367,0.2111557809972269,0.19405863472466678,0.20191584795058712,0.24861451739531223,0.21335718710727133,0.018743681073083343,0.12031884264754031,0.11178300514000311,0.10831176092332279,0.12132699702790564,0.11673636271951034,0.11569539369165645,0.004979953211390373,18,0.11969702896404896,0.1187460905007243,0.12017787197571181,0.11727638613295724,0.12953840871662017,0.12108715725801249,0.004340172294841296,0.10523927864571558,0.09693963624248482,0.09861296396686595,0.11044449839728043,0.10441369102824626,0.1031300136561186,0.004864627916688925,20,0.10733535627078958,0.10894137151972408,0.10831381219809635,0.10710545999520722,0.1219967450347795,0.11073854900371934,0.005668107795032459,17,20,18,18
0.0032623291015625,0.0008250963365124095,0.3096055507659912,0.08274132920585399,manhattan,77,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 77, 'weights': 'uniform'})",0.3389355742296919,0.3445378151260504,0.3258426966292135,0.3455056179775281,0.32865168539325845,0.33669467787114843,0.008082379710479792,16,0.3431578947368421,0.35368421052631577,0.35273492286115005,0.3380084151472651,0.3520336605890603,0.3479238207721267,0.006232959111551509,0.18973727422003286,0.20300033806626103,0.1970875906584523,0.18371791547835106,0.20474376399966235,0.1956573764845519,0.0079514196894566,16,0.27744662516379603,0.23881301833616697,0.3042249601024015,0.19668367708241516,0.2451677016517169,0.2524671964672993,0.03648111345470043,0.12807069121185935,0.1280278376120161,0.11946885095972318,0.12823617979915738,0.12368370975306427,0.12549745386716407,0.0034686808093554807,16,0.1352510842785995,0.14059791172512898,0.13718592074188815,0.124578762995479,0.1362073406095705,0.13476420407013323,0.005402957744353,0.12302045755055521,0.12217606074206744,0.11519866609097491,0.12067603095972129,0.12437390994770667,0.12108902505820511,0.0031802339434696646,16,0.13607801705979777,0.14456828246545436,0.1405357247878514,0.12132550843537405,0.13581960789891323,0.13566542812947815,0.007858853640681342,16,16,16,16
0.0027730464935302734,0.0004661625759813652,0.2954592704772949,0.07397692349205762,manhattan,92,uniform,"OrderedDict({'metric': 'manhattan', 'n_neighbors': 92, 'weights': 'uniform'})",0.31932773109243695,0.3137254901960784,0.3061797752808989,0.33146067415730335,0.3202247191011236,0.31818367796556823,0.008315316616948702,19,0.3256140350877193,0.33263157894736844,0.3281907433380084,0.31486676016830295,0.3338008415147265,0.3270207918112251,0.006760447359463208,0.16859880278303577,0.13418612122510173,0.12374398118401118,0.1934581752186108,0.17678765880217787,0.15935494784258747,0.02628303316849374,19,0.17333285997677647,0.21114844761616594,0.16811769730986156,0.17716064830669292,0.17861924063114135,0.18167577876812765,0.015177568344638171,0.11374585576633425,0.11026622689908694,0.10303721520760062,0.11840030911135972,0.11525459097911792,0.1121408395926999,0.005250573929869162,19,0.11863356939881621,0.12066799848057622,0.11755660827384075,0.10995605412032973,0.12085871849829062,0.1175345897543707,0.0039877443644784835,0.10546067189545505,0.09635312297338153,0.09029459483179991,0.11358521833925407,0.11109891429608103,0.1033585044671943,0.008816573412297447,18,0.1117295931477786,0.1160930450361865,0.11069904179453155,0.10305783347045687,0.11562294394305526,0.11144049147840177,0.004691299306466216,19,18,19,19
0.002856588363647461,0.00044069649257984103,0.0701378345489502,0.009127835176322905,cosine,70,distance,"OrderedDict({'metric': 'cosine', 'n_neighbors': 70, 'weights': 'distance'})",0.43137254901960786,0.43137254901960786,0.42696629213483145,0.44662921348314605,0.41853932584269665,0.43097598589997793,0.009122348555682211,8,0.9971929824561403,0.9971929824561403,0.9971949509116409,0.9971949509116409,0.9971949509116409,0.9971941635294407,9.643423115692304e-07,0.5306958056894404,0.5541782997212958,0.5977338711596583,0.5385877207987612,0.4348108097593698,0.5312013014257051,0.05347984085026958,9,0.9975660503385168,0.9973400589872929,0.9984230779650545,0.9968441454948201,0.9968562470892899,0.9974059159749947,0.000580055277976099,0.3049045328205736,0.2917667735512297,0.31114436315140914,0.2973342975047077,0.2409690168276125,0.28922379677110654,0.025008668312948356,9,0.9973419407758779,0.9995260101907809,0.9976161100771628,0.999246928260008,0.9973374367582942,0.9982136852124247,0.0009669161083048111,0.33613309865721674,0.333060755355758,0.3543070455254945,0.335721369570254,0.2658479038931003,0.3250140346003647,0.03053438008049923,9,0.9973956910252554,0.9983999677687782,0.9979798841675029,0.9980131524334168,0.9970331288963316,0.9977643648582569,0.00048640750759581066,5,5,1,5
0.006976938247680664,0.0026954796650924527,0.10046639442443847,0.026102881830249253,euclidean,82,distance,"OrderedDict({'metric': 'euclidean', 'n_neighbors': 82, 'weights': 'distance'})",0.36134453781512604,0.37254901960784315,0.37359550561797755,0.38202247191011235,0.3651685393258427,0.3709360148553804,0.007181147697572657,15,0.9992982456140351,0.9985964912280701,0.9985974754558204,0.9992987377279102,0.9992987377279102,0.9990179375507493,0.000343707860108553,0.34809927764005133,0.438541099710515,0.43645451710235106,0.46356336242906115,0.4208430458430459,0.42150026054500495,0.03917004148921461,15,0.9998815025476953,0.9973946360153257,0.9991922531884743,0.9992962702322309,0.9998815025476953,0.9991292329062844,0.000913511754180199,0.19103869785744806,0.20064522325118034,0.21428780672135003,0.2189058345101273,0.18389404124350914,0.20175432071672295,0.013313954710341422,15,0.9979716024340771,0.9986043633395215,0.9966944632259034,0.998768472906404,0.9979716024340771,0.9980021008679966,0.0007296331541017372,0.2083390591265286,0.22987802790543732,0.2453785294083365,0.24295536549069532,0.21152444499086967,0.22761508538437347,0.01540427825477521,15,0.9988957172172793,0.9979564988414963,0.9978969920414292,0.9990175483954368,0.9988957172172793,0.9985324947425841,0.0004969452967154953,1,1,12,1
